"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"	"IngesPLCI"	"IngesPUCI"
"CR3"	"H"	13.3	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	13.4	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	13.5	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	13.6	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	13.7	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	13.8	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	13.9	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.1	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.2	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.3	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.4	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.5	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.6	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.7	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.8	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	14.9	0.0025	0.002	0.003	0.002	0.003
"CR3"	"H"	15	0.0025	0.002	0.003	0.002	0.003
"CR4"	"C"	0.1	0.0079	0.0066	0.0093	0.00632	0.00948
"CR4"	"C"	0.2	0.0156	0.013	0.0181	0.01248	0.01872
"CR4"	"C"	0.3	0.023	0.0193	0.0267	0.0184	0.0276
"CR4"	"C"	0.4	0.0301	0.0254	0.0349	0.02408	0.03612
"CR4"	"C"	0.5	0.0371	0.0314	0.0427	0.02968	0.04452
"CR4"	"C"	0.6	0.0438	0.0373	0.0503	0.03504	0.05256
"CR4"	"C"	0.7	0.0504	0.0431	0.0576	0.04032	0.06048
"CR4"	"C"	0.8	0.0567	0.0488	0.0646	0.04536	0.06804
"CR4"	"C"	0.9	0.0629	0.0543	0.0714	0.05032	0.07548
"CR4"	"C"	1	0.0689	0.0598	0.0779	0.05512	0.08268
"CR4"	"C"	1.1	0.0747	0.0651	0.0843	0.05976	0.08964
"CR4"	"C"	1.2	0.0803	0.0703	0.0904	0.06424	0.09636
"CR4"	"C"	1.3	0.0858	0.0754	0.0962	0.06864	0.10296
"CR4"	"C"	1.4	0.0912	0.0804	0.1019	0.07296	0.10944
"CR4"	"C"	1.5	0.0964	0.0853	0.1074	0.07712	0.11568
"CR4"	"C"	1.6	0.1014	0.0901	0.1128	0.08112	0.12168
"CR4"	"C"	1.7	0.1064	0.0948	0.1179	0.08512	0.12768
"CR4"	"C"	1.8	0.1112	0.0994	0.1229	0.08896	0.13344
"CR4"	"C"	1.9	0.1159	0.1039	0.1278	0.09272	0.13908
"CR4"	"C"	2	0.1204	0.1084	0.1325	0.09632	0.14448
"CR4"	"C"	2.1	0.1249	0.1127	0.1371	0.09992	0.14988
"CR4"	"C"	2.2	0.1292	0.117	0.1415	0.10336	0.15504
"CR4"	"C"	2.3	0.1335	0.1211	0.1458	0.1068	0.1602
"CR4"	"C"	2.4	0.1376	0.1252	0.15	0.11008	0.16512
"CR4"	"C"	2.5	0.1416	0.1292	0.154	0.11328	0.16992
"CR4"	"C"	2.6	0.1456	0.1332	0.158	0.11648	0.17472
"CR4"	"C"	2.7	0.1494	0.137	0.1619	0.11952	0.17928
"CR4"	"C"	2.8	0.1532	0.1408	0.1656	0.12256	0.18384
"CR4"	"C"	2.9	0.1569	0.1445	0.1693	0.12552	0.18828
"CR4"	"C"	3	0.1605	0.1482	0.1728	0.1284	0.1926
"CR4"	"C"	3.1	0.164	0.1517	0.1763	0.1312	0.1968
"CR4"	"C"	3.2	0.1675	0.1553	0.1797	0.134	0.2004
"CR4"	"C"	3.3	0.1708	0.1587	0.183	0.13664	0.2036
"CR4"	"C"	3.4	0.1741	0.1621	0.1862	0.13928	0.2067
"CR4"	"C"	3.5	0.1774	0.1654	0.1893	0.14192	0.2098
"CR4"	"C"	3.6	0.1805	0.1686	0.1924	0.1444	0.2127
"CR4"	"C"	3.7	0.1836	0.1718	0.1954	0.14688	0.2156
"CR4"	"C"	3.8	0.1866	0.1749	0.1984	0.1493	0.2184
"CR4"	"C"	3.9	0.1896	0.178	0.2012	0.1524	0.2212
"CR4"	"C"	4	0.1925	0.181	0.2041	0.1554	0.2239
"CR4"	"C"	4.1	0.1954	0.184	0.2068	0.1584	0.2265
"CR4"	"C"	4.2	0.1982	0.1869	0.2095	0.1614	0.2291
"CR4"	"C"	4.3	0.2009	0.1897	0.2122	0.1643	0.2316
"CR4"	"C"	4.4	0.2036	0.1925	0.2148	0.1671	0.234
"CR4"	"C"	4.5	0.2063	0.1952	0.2173	0.1699	0.2365
"CR4"	"C"	4.6	0.2088	0.1979	0.2198	0.1727	0.2388
"CR4"	"C"	4.7	0.2114	0.2005	0.2222	0.1754	0.2412
"CR4"	"C"	4.8	0.2139	0.2031	0.2247	0.178	0.2435
"CR4"	"C"	4.9	0.2163	0.2056	0.227	0.1806	0.2458
"CR4"	"C"	5	0.2187	0.2081	0.2293	0.1831	0.248
"CR4"	"C"	5.1	0.2211	0.2105	0.2316	0.1856	0.2502
"CR4"	"C"	5.2	0.2234	0.2129	0.2339	0.188	0.2524
"CR4"	"C"	5.3	0.2257	0.2152	0.2361	0.1904	0.2545
"CR4"	"C"	5.4	0.2279	0.2175	0.2383	0.1927	0.2567
"CR4"	"C"	5.5	0.2301	0.2198	0.2404	0.195	0.2588
"CR4"	"C"	5.6	0.2323	0.222	0.2426	0.1972	0.2608
"CR4"	"C"	5.7	0.2344	0.2241	0.2446	0.1994	0.2629
"CR4"	"C"	5.8	0.2365	0.2262	0.2467	0.2015	0.2649
"CR4"	"C"	5.9	0.2385	0.2283	0.2487	0.2035	0.267
"CR4"	"C"	6	0.2405	0.2303	0.2507	0.2056	0.269
"CR4"	"C"	6.1	0.2425	0.2323	0.2527	0.2075	0.271
"CR4"	"C"	6.2	0.2445	0.2343	0.2547	0.2094	0.2729
"CR4"	"C"	6.3	0.2464	0.2362	0.2566	0.2113	0.2749
"CR4"	"C"	6.4	0.2483	0.238	0.2585	0.2131	0.2768
"CR4"	"C"	6.5	0.2501	0.2399	0.2604	0.2149	0.2788
"CR4"	"C"	6.6	0.252	0.2417	0.2623	0.2166	0.2807
"CR4"	"C"	6.7	0.2538	0.2434	0.2641	0.2183	0.2826
"CR4"	"C"	6.8	0.2555	0.2451	0.2659	0.22	0.2845
"CR4"	"C"	6.9	0.2573	0.2468	0.2677	0.2216	0.2864
"CR4"	"C"	7	0.259	0.2485	0.2695	0.2231	0.2883
"CR4"	"C"	7.1	0.2607	0.2501	0.2713	0.2246	0.2902
"CR4"	"C"	7.2	0.2624	0.2517	0.273	0.2261	0.2921
"CR4"	"C"	7.3	0.264	0.2532	0.2747	0.2276	0.2939
"CR4"	"C"	7.4	0.2656	0.2548	0.2764	0.229	0.2958
"CR4"	"C"	7.5	0.2672	0.2563	0.2781	0.2303	0.2976
"CR4"	"C"	7.6	0.2688	0.2577	0.2798	0.2316	0.2995
"CR4"	"C"	7.7	0.2703	0.2592	0.2815	0.2329	0.3013
"CR4"	"C"	7.8	0.2718	0.2606	0.2831	0.2342	0.3031
"CR4"	"C"	7.9	0.2733	0.2619	0.2847	0.2354	0.3049
"CR4"	"C"	8	0.2748	0.2633	0.2863	0.2366	0.3067
"CR4"	"C"	8.1	0.2763	0.2646	0.2879	0.2377	0.3085
"CR4"	"C"	8.2	0.2777	0.2659	0.2895	0.2389	0.3103
"CR4"	"C"	8.3	0.2791	0.2672	0.291	0.2399	0.3121
"CR4"	"C"	8.4	0.2805	0.2685	0.2926	0.241	0.3138
"CR4"	"C"	8.5	0.2819	0.2697	0.2941	0.242	0.3156
"CR4"	"C"	8.6	0.2833	0.2709	0.2956	0.243	0.3173
"CR4"	"C"	8.7	0.2846	0.2721	0.2971	0.244	0.3191
"CR4"	"C"	8.8	0.2859	0.2732	0.2986	0.245	0.3208
"CR4"	"C"	8.9	0.2872	0.2744	0.3	0.2459	0.3225
"CR4"	"C"	9	0.2885	0.2755	0.3015	0.2468	0.3242
"CR4"	"C"	9.1	0.2898	0.2766	0.3029	0.2477	0.3259
"CR4"	"C"	9.2	0.291	0.2777	0.3043	0.2486	0.3276
"CR4"	"C"	9.3	0.2923	0.2788	0.3058	0.2494	0.3293
"CR4"	"C"	9.4	0.2935	0.2798	0.3071	0.2502	0.331
"CR4"	"C"	9.5	0.2947	0.2809	0.3085	0.251	0.3326
"CR4"	"C"	9.6	0.2959	0.2819	0.3099	0.2518	0.3343
"CR4"	"C"	9.7	0.2971	0.2829	0.3112	0.2525	0.3359
"CR4"	"C"	9.8	0.2982	0.2839	0.3126	0.2533	0.3376
"CR4"	"C"	9.9	0.2994	0.2848	0.3139	0.254	0.3392
"CR4"	"C"	10	0.3005	0.2858	0.3152	0.2547	0.3408
"CR4"	"C"	10.1	0.3016	0.2867	0.3165	0.2554	0.3424
"CR4"	"C"	10.2	0.3027	0.2876	0.3178	0.256	0.344
"CR4"	"C"	10.3	0.3038	0.2885	0.3191	0.2567	0.3456
"CR4"	"C"	10.4	0.3049	0.2894	0.3203	0.2573	0.3471
"CR4"	"C"	10.5	0.3059	0.2903	0.3216	0.2579	0.3487
"CR4"	"C"	10.6	0.307	0.2912	0.3228	0.2585	0.3502
"CR4"	"C"	10.7	0.308	0.292	0.324	0.2591	0.3518
"CR4"	"C"	10.8	0.309	0.2929	0.3252	0.2597	0.3533
"CR4"	"C"	10.9	0.3101	0.2937	0.3264	0.2602	0.3548
"CR4"	"C"	11	0.3111	0.2945	0.3276	0.2608	0.3563
"CR4"	"C"	11.1	0.312	0.2953	0.3288	0.2613	0.3578
"CR4"	"C"	11.2	0.313	0.2961	0.3299	0.2619	0.3593
"CR4"	"C"	11.3	0.314	0.2969	0.3311	0.2624	0.3608
"CR4"	"C"	11.4	0.3149	0.2977	0.3322	0.2629	0.3622
"CR4"	"C"	11.5	0.3159	0.2984	0.3334	0.2634	0.3637
"CR4"	"C"	11.6	0.3168	0.2992	0.3345	0.2638	0.3651
"CR4"	"C"	11.7	0.3177	0.2999	0.3356	0.2643	0.3665
"CR4"	"C"	11.8	0.3187	0.3006	0.3367	0.2648	0.368
"CR4"	"C"	11.9	0.3196	0.3014	0.3378	0.2652	0.3694
"CR4"	"C"	12	0.3205	0.3021	0.3388	0.2656	0.3708
"CR4"	"C"	12.1	0.3213	0.3028	0.3399	0.2661	0.3722
"CR4"	"C"	12.2	0.3222	0.3034	0.341	0.2665	0.3736
"CR4"	"C"	12.3	0.3231	0.3041	0.342	0.2669	0.3749
"CR4"	"C"	12.4	0.3239	0.3048	0.3431	0.2673	0.3763
"CR4"	"C"	12.5	0.3248	0.3055	0.3441	0.2677	0.3776
"CR4"	"C"	12.6	0.3256	0.3061	0.3451	0.2681	0.379
"CR4"	"C"	12.7	0.3264	0.3068	0.3461	0.2685	0.3803
"CR4"	"C"	12.8	0.3272	0.3074	0.3471	0.2688	0.3816
"CR4"	"C"	12.9	0.3281	0.308	0.3481	0.2692	0.3829
"CR4"	"C"	13	0.3289	0.3086	0.3491	0.2695	0.3842
"CR4"	"C"	13.1	0.3297	0.3093	0.35	0.2699	0.3855
"CR4"	"C"	13.2	0.3304	0.3099	0.351	0.2702	0.3868
"CR4"	"C"	13.3	0.3312	0.3105	0.352	0.2706	0.3881
"CR4"	"C"	13.4	0.332	0.3111	0.3529	0.2709	0.3894
"CR4"	"C"	13.5	0.3327	0.3116	0.3538	0.2712	0.3906
"CR4"	"C"	13.6	0.3335	0.3122	0.3548	0.2715	0.3919
"CR4"	"C"	13.7	0.3342	0.3128	0.3557	0.2718	0.3931
"CR4"	"C"	13.8	0.335	0.3134	0.3566	0.2721	0.3943
"CR4"	"C"	13.9	0.3357	0.3139	0.3575	0.2724	0.3956
"CR4"	"C"	14	0.3364	0.3145	0.3584	0.2727	0.3968
"CR4"	"C"	14.1	0.3371	0.315	0.3593	0.273	0.398
"CR4"	"C"	14.2	0.3378	0.3155	0.3602	0.2733	0.3992
"CR4"	"C"	14.3	0.3385	0.3161	0.361	0.2735	0.4004
"CR4"	"C"	14.4	0.3392	0.3166	0.3619	0.2738	0.4015
"CR4"	"C"	14.5	0.3399	0.3171	0.3627	0.2741	0.4027
"CR4"	"C"	14.6	0.3406	0.3176	0.3636	0.2743	0.4039
"CR4"	"C"	14.7	0.3413	0.3181	0.3644	0.2746	0.405
"CR4"	"C"	14.8	0.3419	0.3186	0.3653	0.2748	0.4061
"CR4"	"C"	14.9	0.3426	0.3191	0.3661	0.2751	0.4073
"CR4"	"C"	15	0.3433	0.3196	0.3669	0.2753	0.4084
"CR4"	"L"	0.1	0.009	0.0072	0.0108	0.0072	0.0108
"CR4"	"L"	0.2	0.0158	0.01264	0.01896	0.01264	0.01896
"CR4"	"L"	0.3	0.0211	0.01688	0.02532	0.01688	0.02532
"CR4"	"L"	0.4	0.0254	0.02032	0.03048	0.02032	0.03048
"CR4"	"L"	0.5	0.0289	0.02312	0.03468	0.02312	0.03468
"CR4"	"L"	0.6	0.0319	0.02552	0.03828	0.02552	0.03828
"CR4"	"L"	0.7	0.0344	0.02752	0.04128	0.02752	0.04128
"CR4"	"L"	0.8	0.0366	0.02928	0.04392	0.02928	0.04392
"CR4"	"L"	0.9	0.0384	0.03072	0.04608	0.03072	0.04608
"CR4"	"L"	1	0.0401	0.03208	0.04812	0.03208	0.04812
"CR4"	"L"	1.1	0.0415	0.0332	0.0498	0.0332	0.0498
"CR4"	"L"	1.2	0.0428	0.03424	0.05136	0.03424	0.05136
"CR4"	"L"	1.3	0.044	0.0352	0.0528	0.0352	0.0528
"CR4"	"L"	1.4	0.045	0.036	0.054	0.036	0.054
"CR4"	"L"	1.5	0.046	0.0368	0.0552	0.0368	0.0552
"CR4"	"L"	1.6	0.0469	0.03752	0.05628	0.03752	0.05628
"CR4"	"L"	1.7	0.0476	0.03808	0.05712	0.03808	0.05712
"CR4"	"L"	1.8	0.0484	0.03872	0.05808	0.03872	0.05808
"CR4"	"L"	1.9	0.049	0.0392	0.0588	0.0392	0.0588
"CR4"	"L"	2	0.0496	0.03968	0.05952	0.03968	0.05952
"CR4"	"L"	2.1	0.0502	0.04016	0.06024	0.04016	0.06024
"CR4"	"L"	2.2	0.0507	0.04056	0.06084	0.04056	0.06084
"CR4"	"L"	2.3	0.0512	0.04096	0.06144	0.04096	0.06144
"CR4"	"L"	2.4	0.0517	0.04136	0.06204	0.04136	0.06204
"CR4"	"L"	2.5	0.0521	0.04168	0.06252	0.04168	0.06252
"CR4"	"L"	2.6	0.0525	0.042	0.063	0.042	0.063
"CR4"	"L"	2.7	0.0529	0.04232	0.06348	0.04232	0.06348
"CR4"	"L"	2.8	0.0533	0.04264	0.06396	0.04264	0.06396
"CR4"	"L"	2.9	0.0536	0.04288	0.06432	0.04288	0.06432
"CR4"	"L"	3	0.0539	0.04312	0.06468	0.04312	0.06468
"CR4"	"L"	3.1	0.0542	0.04336	0.06504	0.04336	0.06504
"CR4"	"L"	3.2	0.0545	0.0436	0.0654	0.0436	0.0654
"CR4"	"L"	3.3	0.0548	0.04384	0.06576	0.04384	0.06576
"CR4"	"L"	3.4	0.055	0.044	0.066	0.044	0.066
"CR4"	"L"	3.5	0.0553	0.04424	0.06636	0.04424	0.06636
"CR4"	"L"	3.6	0.0555	0.0444	0.0666	0.0444	0.0666
"CR4"	"L"	3.7	0.0557	0.04456	0.06684	0.04456	0.06684
"CR4"	"L"	3.8	0.056	0.0448	0.0672	0.0448	0.0672
"CR4"	"L"	3.9	0.0562	0.04496	0.06744	0.04496	0.06744
"CR4"	"L"	4	0.0564	0.04512	0.06768	0.04512	0.06768
"CR4"	"L"	4.1	0.0565	0.0452	0.0678	0.0452	0.0678
"CR4"	"L"	4.2	0.0567	0.04536	0.06804	0.04536	0.06804
"CR4"	"L"	4.3	0.0569	0.04552	0.06828	0.04552	0.06828
"CR4"	"L"	4.4	0.0571	0.04568	0.06852	0.04568	0.06852
"CR4"	"L"	4.5	0.0572	0.04576	0.06864	0.04576	0.06864
"CR4"	"L"	4.6	0.0574	0.04592	0.06888	0.04592	0.06888
"CR4"	"L"	4.7	0.0575	0.046	0.069	0.046	0.069
"CR4"	"L"	4.8	0.0577	0.04616	0.06924	0.04616	0.06924
"CR4"	"L"	4.9	0.0578	0.04624	0.06936	0.04624	0.06936
"CR4"	"L"	5	0.0579	0.04632	0.06948	0.04632	0.06948
"CR4"	"L"	5.1	0.0581	0.04648	0.06972	0.04648	0.06972
"CR4"	"L"	5.2	0.0582	0.04656	0.06984	0.04656	0.06984
"CR4"	"L"	5.3	0.0583	0.04664	0.06996	0.04664	0.06996
"CR4"	"L"	5.4	0.0584	0.04672	0.07008	0.04672	0.07008
"CR4"	"L"	5.5	0.0585	0.0468	0.0702	0.0468	0.0702
"CR4"	"L"	5.6	0.0586	0.04688	0.07032	0.04688	0.07032
"CR4"	"L"	5.7	0.0587	0.04696	0.07044	0.04696	0.07044
"CR4"	"L"	5.8	0.0588	0.04704	0.07056	0.04704	0.07056
"CR4"	"L"	5.9	0.0589	0.04712	0.07068	0.04712	0.07068
"CR4"	"L"	6	0.059	0.0472	0.0708	0.0472	0.0708
"CR4"	"L"	6.1	0.0591	0.04728	0.07092	0.04728	0.07092
"CR4"	"L"	6.2	0.0592	0.04736	0.07104	0.04736	0.07104
"CR4"	"L"	6.3	0.0593	0.04744	0.07116	0.04744	0.07116
"CR4"	"L"	6.4	0.0594	0.04752	0.07128	0.04752	0.07128
"CR4"	"L"	6.5	0.0595	0.0476	0.0714	0.0476	0.0714
"CR4"	"L"	6.6	0.0595	0.0476	0.0714	0.0476	0.0714
"CR4"	"L"	6.7	0.0596	0.04768	0.07152	0.04768	0.07152
"CR4"	"L"	6.8	0.0597	0.04776	0.07164	0.04776	0.07164
"CR4"	"L"	6.9	0.0598	0.04784	0.07176	0.04784	0.07176
"CR4"	"L"	7	0.0598	0.04784	0.07176	0.04784	0.07176
"CR4"	"L"	7.1	0.0599	0.04792	0.07188	0.04792	0.07188
"CR4"	"L"	7.2	0.06	0.048	0.072	0.048	0.072
"CR4"	"L"	7.3	0.06	0.048	0.072	0.048	0.072
"CR4"	"L"	7.4	0.0601	0.04808	0.07212	0.04808	0.07212
"CR4"	"L"	7.5	0.0602	0.04816	0.07224	0.04816	0.07224
"CR4"	"L"	7.6	0.0602	0.04816	0.07224	0.04816	0.07224
"CR4"	"L"	7.7	0.0603	0.04824	0.07236	0.04824	0.07236
"CR4"	"L"	7.8	0.0603	0.04824	0.07236	0.04824	0.07236
"CR4"	"L"	7.9	0.0604	0.04832	0.07248	0.04832	0.07248
"CR4"	"L"	8	0.0604	0.04832	0.07248	0.04832	0.07248
"CR4"	"L"	8.1	0.0605	0.0484	0.0726	0.0484	0.0726
"CR4"	"L"	8.2	0.0606	0.04848	0.07272	0.04848	0.07272
"CR4"	"L"	8.3	0.0606	0.04848	0.07272	0.04848	0.07272
"CR4"	"L"	8.4	0.0607	0.04856	0.07284	0.04856	0.07284
"CR4"	"L"	8.5	0.0607	0.04856	0.07284	0.04856	0.07284
"CR4"	"L"	8.6	0.0608	0.04864	0.07296	0.04864	0.07296
"CR4"	"L"	8.7	0.0608	0.04864	0.07296	0.04864	0.07296
"CR4"	"L"	8.8	0.0608	0.04864	0.07296	0.04864	0.07296
"CR4"	"L"	8.9	0.0609	0.04872	0.07308	0.04872	0.07308
"CR4"	"L"	9	0.0609	0.04872	0.07308	0.04872	0.07308
"CR4"	"L"	9.1	0.061	0.0488	0.0732	0.0488	0.0732
"CR4"	"L"	9.2	0.061	0.0488	0.0732	0.0488	0.0732
"CR4"	"L"	9.3	0.0611	0.04888	0.07332	0.04888	0.07332
"CR4"	"L"	9.4	0.0611	0.04888	0.07332	0.04888	0.07332
"CR4"	"L"	9.5	0.0611	0.04888	0.07332	0.04888	0.07332
"CR4"	"L"	9.6	0.0612	0.04896	0.07344	0.04896	0.07344
"CR4"	"L"	9.7	0.0612	0.04896	0.07344	0.04896	0.07344
"CR4"	"L"	9.8	0.0613	0.04904	0.07356	0.04904	0.07356
"CR4"	"L"	9.9	0.0613	0.04904	0.07356	0.04904	0.07356
"CR4"	"L"	10	0.0613	0.04904	0.07356	0.04904	0.07356
"CR4"	"L"	10.1	0.0614	0.04912	0.07368	0.04912	0.07368
"CR4"	"L"	10.2	0.0614	0.04912	0.07368	0.04912	0.07368
"CR4"	"L"	10.3	0.0614	0.04912	0.07368	0.04912	0.07368
"CR4"	"L"	10.4	0.0615	0.0492	0.0738	0.0492	0.0738
"CR4"	"L"	10.5	0.0615	0.0492	0.0738	0.0492	0.0738
"CR4"	"L"	10.6	0.0615	0.0492	0.0738	0.0492	0.0738
"CR4"	"L"	10.7	0.0616	0.04928	0.07392	0.04928	0.07392
"CR4"	"L"	10.8	0.0616	0.04928	0.07392	0.04928	0.07392
"CR4"	"L"	10.9	0.0616	0.04928	0.07392	0.04928	0.07392
"CR4"	"L"	11	0.0617	0.04936	0.07404	0.04936	0.07404
"CR4"	"L"	11.1	0.0617	0.04936	0.07404	0.04936	0.07404
"CR4"	"L"	11.2	0.0617	0.04936	0.07404	0.04936	0.07404
"CR4"	"L"	11.3	0.0618	0.04944	0.07416	0.04944	0.07416
"CR4"	"L"	11.4	0.0618	0.04944	0.07416	0.04944	0.07416
"CR4"	"L"	11.5	0.0618	0.04944	0.07416	0.04944	0.07416
"CR4"	"L"	11.6	0.0618	0.04944	0.07416	0.04944	0.07416
"CR4"	"L"	11.7	0.0619	0.04952	0.07428	0.04952	0.07428
"CR4"	"L"	11.8	0.0619	0.04952	0.07428	0.04952	0.07428
"CR4"	"L"	11.9	0.0619	0.04952	0.07428	0.04952	0.07428
"CR4"	"L"	12	0.0619	0.04952	0.07428	0.04952	0.07428
"CR4"	"L"	12.1	0.062	0.0496	0.0744	0.0496	0.0744
"CR4"	"L"	12.2	0.062	0.0496	0.0744	0.0496	0.0744
"CR4"	"L"	12.3	0.062	0.0496	0.0744	0.0496	0.0744
"CR4"	"L"	12.4	0.062	0.0496	0.0744	0.0496	0.0744
"CR4"	"L"	12.5	0.0621	0.04968	0.07452	0.04968	0.07452
"CR4"	"L"	12.6	0.0621	0.04968	0.07452	0.04968	0.07452
"CR4"	"L"	12.7	0.0621	0.04968	0.07452	0.04968	0.07452
"CR4"	"L"	12.8	0.0621	0.04968	0.07452	0.04968	0.07452
"CR4"	"L"	12.9	0.0622	0.04976	0.07464	0.04976	0.07464
"CR4"	"L"	13	0.0622	0.04976	0.07464	0.04976	0.07464
"CR4"	"L"	13.1	0.0622	0.04976	0.07464	0.04976	0.07464
"CR4"	"L"	13.2	0.0622	0.04976	0.07464	0.04976	0.07464
"CR4"	"L"	13.3	0.0622	0.04976	0.07464	0.04976	0.07464
"CR4"	"L"	13.4	0.0623	0.04984	0.07476	0.04984	0.07476
"CR4"	"L"	13.5	0.0623	0.04984	0.07476	0.04984	0.07476
"CR4"	"L"	13.6	0.0623	0.04984	0.07476	0.04984	0.07476
"CR4"	"L"	13.7	0.0623	0.04984	0.07476	0.04984	0.07476
"CR4"	"L"	13.8	0.0623	0.04984	0.07476	0.04984	0.07476
"CR4"	"L"	13.9	0.0624	0.04992	0.07488	0.04992	0.07488
"CR4"	"L"	14	0.0624	0.04992	0.07488	0.04992	0.07488
"CR4"	"L"	14.1	0.0624	0.04992	0.07488	0.04992	0.07488
"CR4"	"L"	14.2	0.0624	0.04992	0.07488	0.04992	0.07488
"CR4"	"L"	14.3	0.0624	0.04992	0.07488	0.04992	0.07488
"CR4"	"L"	14.4	0.0625	0.05	0.075	0.05	0.075
"CR4"	"L"	14.5	0.0625	0.05	0.075	0.05	0.075
"CR4"	"L"	14.6	0.0625	0.05	0.075	0.05	0.075
"CR4"	"L"	14.7	0.0625	0.05	0.075	0.05	0.075
"CR4"	"L"	14.8	0.0625	0.05	0.075	0.05	0.075
"CR4"	"L"	14.9	0.0625	0.05	0.075	0.05	0.075
"CR4"	"L"	15	0.0626	0.05008	0.07512	0.05008	0.07512
"CR4"	"M"	0.1	0.0077	0.00616	0.00924	0.00616	0.00924
"CR4"	"M"	0.2	0.0127	0.01016	0.01524	0.01016	0.01524
"CR4"	"M"	0.3	0.0162	0.01296	0.01944	0.01296	0.01944
"CR4"	"M"	0.4	0.0188	0.01504	0.02256	0.01504	0.02256
"CR4"	"M"	0.5	0.0208	0.01664	0.02496	0.01664	0.02496
"CR4"	"M"	0.6	0.0224	0.01792	0.02688	0.01792	0.02688
"CR4"	"M"	0.7	0.0237	0.01896	0.02844	0.01896	0.02844
"CR4"	"M"	0.8	0.0248	0.01984	0.02976	0.01984	0.02976
"CR4"	"M"	0.9	0.0257	0.02056	0.03084	0.02056	0.03084
"CR4"	"M"	1	0.0264	0.02112	0.03168	0.02112	0.03168
"CR4"	"M"	1.1	0.0271	0.02168	0.03252	0.02168	0.03252
"CR4"	"M"	1.2	0.0277	0.02216	0.03324	0.02216	0.03324
"CR4"	"M"	1.3	0.0282	0.02256	0.03384	0.02256	0.03384
"CR4"	"M"	1.4	0.0286	0.02288	0.03432	0.02288	0.03432
"CR4"	"M"	1.5	0.029	0.0232	0.0348	0.0232	0.0348
"CR4"	"M"	1.6	0.0294	0.02352	0.03528	0.02352	0.03528
"CR4"	"M"	1.7	0.0297	0.02376	0.03564	0.02376	0.03564
"CR4"	"M"	1.8	0.03	0.024	0.036	0.024	0.036
"CR4"	"M"	1.9	0.0303	0.02424	0.03636	0.02424	0.03636
"CR4"	"M"	2	0.0305	0.0244	0.0366	0.0244	0.0366
"CR4"	"M"	2.1	0.0307	0.02456	0.03684	0.02456	0.03684
"CR4"	"M"	2.2	0.031	0.0248	0.0372	0.0248	0.0372
"CR4"	"M"	2.3	0.0311	0.02488	0.03732	0.02488	0.03732
"CR4"	"M"	2.4	0.0313	0.02504	0.03756	0.02504	0.03756
"CR4"	"M"	2.5	0.0315	0.0252	0.0378	0.0252	0.0378
"CR4"	"M"	2.6	0.0316	0.02528	0.03792	0.02528	0.03792
"CR4"	"M"	2.7	0.0318	0.02544	0.03816	0.02544	0.03816
"CR4"	"M"	2.8	0.0319	0.02552	0.03828	0.02552	0.03828
"CR4"	"M"	2.9	0.0321	0.02568	0.03852	0.02568	0.03852
"CR4"	"M"	3	0.0322	0.02576	0.03864	0.02576	0.03864
"CR4"	"M"	3.1	0.0323	0.02584	0.03876	0.02584	0.03876
"CR4"	"M"	3.2	0.0324	0.02592	0.03888	0.02592	0.03888
"CR4"	"M"	3.3	0.0325	0.026	0.039	0.026	0.039
"CR4"	"M"	3.4	0.0326	0.02608	0.03912	0.02608	0.03912
"CR4"	"M"	3.5	0.0327	0.02616	0.03924	0.02616	0.03924
"CR4"	"M"	3.6	0.0328	0.02624	0.03936	0.02624	0.03936
"CR4"	"M"	3.7	0.0329	0.02632	0.03948	0.02632	0.03948
"CR4"	"M"	3.8	0.0329	0.02632	0.03948	0.02632	0.03948
"CR4"	"M"	3.9	0.033	0.0264	0.0396	0.0264	0.0396
"CR4"	"M"	4	0.0331	0.02648	0.03972	0.02648	0.03972
"CR4"	"M"	4.1	0.0331	0.02648	0.03972	0.02648	0.03972
"CR4"	"M"	4.2	0.0332	0.02656	0.03984	0.02656	0.03984
"CR4"	"M"	4.3	0.0333	0.02664	0.03996	0.02664	0.03996
"CR4"	"M"	4.4	0.0333	0.02664	0.03996	0.02664	0.03996
"CR4"	"M"	4.5	0.0334	0.02672	0.04008	0.02672	0.04008
"CR4"	"M"	4.6	0.0334	0.02672	0.04008	0.02672	0.04008
