"Strain"	"Bead"	"DayP"	"DensP"	"DensPLSD"	"DensPUSD"	"DensPLCI"	"DensPUCI"	"Model"
"CR1"	"C"	0	4.4475	3.558	5.337	3.558	5.337	"Logistic"
"CR1"	"C"	0.1	4.5822	3.66576	5.49864	3.66576	5.49864	"Logistic"
"CR1"	"C"	0.2	4.7179	3.77432	5.66148	3.77432	5.66148	"Logistic"
"CR1"	"C"	0.3	4.8545	3.8836	5.8254	3.8836	5.8254	"Logistic"
"CR1"	"C"	0.4	4.9916	3.99328	5.98992	3.99328	5.98992	"Logistic"
"CR1"	"C"	0.5	5.1293	4.10344	6.15516	4.10344	6.15516	"Logistic"
"CR1"	"C"	0.6	5.2672	4.21376	6.32064	4.21376	6.32064	"Logistic"
"CR1"	"C"	0.7	5.4052	4.32416	6.48624	4.32416	6.48624	"Logistic"
"CR1"	"C"	0.8	5.5432	4.43456	6.65184	4.43456	6.65184	"Logistic"
"CR1"	"C"	0.9	5.6808	4.54464	6.81696	4.54464	6.81696	"Logistic"
"CR1"	"C"	1	5.818	4.6544	6.9816	4.6544	6.9816	"Logistic"
"CR1"	"C"	1.1	5.9546	4.76368	7.14552	4.76368	7.14552	"Logistic"
"CR1"	"C"	1.2	6.0903	4.87224	7.30836	4.87224	7.30836	"Logistic"
"CR1"	"C"	1.3	6.2251	4.98008	7.47012	4.98008	7.47012	"Logistic"
"CR1"	"C"	1.4	6.3588	5.08704	7.63056	5.08704	7.63056	"Logistic"
"CR1"	"C"	1.5	6.4911	5.19288	7.78932	5.19288	7.78932	"Logistic"
"CR1"	"C"	1.6	6.6219	5.29752	7.94628	5.29752	7.94628	"Logistic"
"CR1"	"C"	1.7	6.7512	5.40096	8.10144	5.40096	8.10144	"Logistic"
"CR1"	"C"	1.8	6.8787	5.50296	8.25444	5.50296	8.25444	"Logistic"
"CR1"	"C"	1.9	7.0043	5.60344	8.40516	5.60344	8.40516	"Logistic"
"CR1"	"C"	2	7.1279	5.70232	8.55348	5.70232	8.55348	"Logistic"
"CR1"	"C"	2.1	7.2493	5.79944	8.69916	5.79944	8.69916	"Logistic"
"CR1"	"C"	2.2	7.3686	5.89488	8.84232	5.89488	8.84232	"Logistic"
"CR1"	"C"	2.3	7.4855	5.9884	8.9826	5.9884	8.9826	"Logistic"
"CR1"	"C"	2.4	7.6	6.08	9.12	6.08	9.12	"Logistic"
"CR1"	"C"	2.5	7.7121	6.16968	9.25452	6.16968	9.25452	"Logistic"
"CR1"	"C"	2.6	7.8216	6.25728	9.38592	6.25728	9.38592	"Logistic"
"CR1"	"C"	2.7	7.9285	6.3428	9.5142	6.3428	9.5142	"Logistic"
"CR1"	"C"	2.8	8.0328	6.42624	9.63936	6.42624	9.63936	"Logistic"
"CR1"	"C"	2.9	8.1344	6.50752	9.76128	6.50752	9.76128	"Logistic"
"CR1"	"C"	3	8.2332	6.58656	9.87984	6.58656	9.87984	"Logistic"
"CR1"	"C"	3.1	8.3294	6.66352	9.99528	6.66352	9.99528	"Logistic"
"CR1"	"C"	3.2	8.4228	6.73824	10.10736	6.73824	10.10736	"Logistic"
"CR1"	"C"	3.3	8.5134	6.81072	10.21608	6.81072	10.21608	"Logistic"
"CR1"	"C"	3.4	8.6013	6.88104	10.32156	6.88104	10.32156	"Logistic"
"CR1"	"C"	3.5	8.6865	6.9492	10.4238	6.9492	10.4238	"Logistic"
"CR1"	"C"	3.6	8.769	7.0152	10.5228	7.0152	10.5228	"Logistic"
"CR1"	"C"	3.7	8.8488	7.07904	10.61856	7.07904	10.61856	"Logistic"
"CR1"	"C"	3.8	8.9259	7.14072	10.71108	7.14072	10.71108	"Logistic"
"CR1"	"C"	3.9	9.0004	7.20032	10.80048	7.20032	10.80048	"Logistic"
"CR1"	"C"	4	9.0722	7.2811	10.8634	7.25776	10.88664	"Logistic"
"CR1"	"C"	4.1	9.1416	7.38	10.9032	7.31328	10.96992	"Logistic"
"CR1"	"C"	4.2	9.2084	7.4759	10.9409	7.36672	11.05008	"Logistic"
"CR1"	"C"	4.3	9.2728	7.5689	10.9767	7.41824	11.12736	"Logistic"
"CR1"	"C"	4.4	9.3348	7.6589	11.0106	7.46784	11.20176	"Logistic"
"CR1"	"C"	4.5	9.3944	7.7459	11.0428	7.51552	11.27328	"Logistic"
"CR1"	"C"	4.6	9.4517	7.8301	11.0734	7.56136	11.34204	"Logistic"
"CR1"	"C"	4.7	9.5068	7.9113	11.1023	7.60544	11.40816	"Logistic"
"CR1"	"C"	4.8	9.5597	7.9897	11.1297	7.64776	11.47164	"Logistic"
"CR1"	"C"	4.9	9.6105	8.0653	11.1557	7.6884	11.5326	"Logistic"
"CR1"	"C"	5	9.6592	8.1381	11.1804	7.72736	11.59104	"Logistic"
"CR1"	"L"	0	5.1333	5.0094	5.2573	4.7892	5.4775	"Linear"
"CR1"	"L"	0.1	5.1533	5.0294	5.2773	4.8092	5.4975	"Linear"
"CR1"	"L"	0.2	5.1733	5.0494	5.2973	4.8292	5.5175	"Linear"
"CR1"	"L"	0.3	5.1933	5.0694	5.3173	4.8492	5.5375	"Linear"
"CR1"	"L"	0.4	5.2133	5.0894	5.3373	4.8692	5.5575	"Linear"
"CR1"	"L"	0.5	5.2333	5.1094	5.3573	4.8892	5.5775	"Linear"
"CR1"	"L"	0.6	5.2533	5.1294	5.3773	4.9092	5.5975	"Linear"
"CR1"	"L"	0.7	5.2733	5.1494	5.3973	4.9292	5.6175	"Linear"
"CR1"	"L"	0.8	5.2933	5.1694	5.4173	4.9492	5.6375	"Linear"
"CR1"	"L"	0.9	5.3133	5.1894	5.4373	4.9692	5.6575	"Linear"
"CR1"	"L"	1	5.3333	5.2094	5.4573	4.9892	5.6775	"Linear"
"CR1"	"L"	1.1	5.3533	5.2294	5.4773	5.0092	5.6975	"Linear"
"CR1"	"L"	1.2	5.3733	5.2494	5.4973	5.0292	5.7175	"Linear"
"CR1"	"L"	1.3	5.3933	5.2694	5.5173	5.0492	5.7375	"Linear"
"CR1"	"L"	1.4	5.4133	5.2894	5.5373	5.0692	5.7575	"Linear"
"CR1"	"L"	1.5	5.4333	5.3094	5.5573	5.0892	5.7775	"Linear"
"CR1"	"L"	1.6	5.4533	5.3294	5.5773	5.1092	5.7975	"Linear"
"CR1"	"L"	1.7	5.4733	5.3494	5.5973	5.1292	5.8175	"Linear"
"CR1"	"L"	1.8	5.4933	5.3694	5.6173	5.1492	5.8375	"Linear"
"CR1"	"L"	1.9	5.5133	5.3894	5.6373	5.1692	5.8575	"Linear"
"CR1"	"L"	2	5.5333	5.4094	5.6573	5.1892	5.8775	"Linear"
"CR1"	"L"	2.1	5.5533	5.4294	5.6773	5.2092	5.8975	"Linear"
"CR1"	"L"	2.2	5.5733	5.4494	5.6973	5.2292	5.9175	"Linear"
"CR1"	"L"	2.3	5.5933	5.4694	5.7173	5.2492	5.9375	"Linear"
"CR1"	"L"	2.4	5.6133	5.4894	5.7373	5.2692	5.9575	"Linear"
"CR1"	"L"	2.5	5.6333	5.5094	5.7573	5.2892	5.9775	"Linear"
"CR1"	"L"	2.6	5.6533	5.5294	5.7773	5.3092	5.9975	"Linear"
"CR1"	"L"	2.7	5.6733	5.5494	5.7973	5.3292	6.0175	"Linear"
"CR1"	"L"	2.8	5.6933	5.5694	5.8173	5.3492	6.0375	"Linear"
"CR1"	"L"	2.9	5.7133	5.5894	5.8373	5.3692	6.0575	"Linear"
"CR1"	"L"	3	5.7333	5.6094	5.8573	5.3892	6.0775	"Linear"
"CR1"	"L"	3.1	5.7533	5.6294	5.8773	5.4092	6.0975	"Linear"
"CR1"	"L"	3.2	5.7733	5.6494	5.8973	5.4292	6.1175	"Linear"
"CR1"	"L"	3.3	5.7933	5.6694	5.9173	5.4492	6.1375	"Linear"
"CR1"	"L"	3.4	5.8133	5.6894	5.9373	5.4692	6.1575	"Linear"
"CR1"	"L"	3.5	5.8333	5.7094	5.9573	5.4892	6.1775	"Linear"
"CR1"	"L"	3.6	5.8533	5.7294	5.9773	5.5092	6.1975	"Linear"
"CR1"	"L"	3.7	5.8733	5.7494	5.9973	5.5292	6.2175	"Linear"
"CR1"	"L"	3.8	5.8933	5.7694	6.0173	5.5492	6.2375	"Linear"
"CR1"	"L"	3.9	5.9133	5.7894	6.0373	5.5692	6.2575	"Linear"
"CR1"	"L"	4	5.9333	5.8094	6.0573	5.5892	6.2775	"Linear"
"CR1"	"L"	4.1	5.9533	5.8294	6.0773	5.6092	6.2975	"Linear"
"CR1"	"L"	4.2	5.9733	5.8494	6.0973	5.6292	6.3175	"Linear"
"CR1"	"L"	4.3	5.9933	5.8694	6.1173	5.6492	6.3375	"Linear"
"CR1"	"L"	4.4	6.0133	5.8894	6.1373	5.6692	6.3575	"Linear"
"CR1"	"L"	4.5	6.0333	5.9094	6.1573	5.6892	6.3775	"Linear"
"CR1"	"L"	4.6	6.0533	5.9294	6.1773	5.7092	6.3975	"Linear"
"CR1"	"L"	4.7	6.0733	5.9494	6.1973	5.7292	6.4175	"Linear"
"CR1"	"L"	4.8	6.0933	5.9694	6.2173	5.7492	6.4375	"Linear"
"CR1"	"L"	4.9	6.1133	5.9894	6.2373	5.7692	6.4575	"Linear"
"CR1"	"L"	5	6.1333	6.0094	6.2573	5.7892	6.4775	"Linear"
"CR1"	"M"	0	4.819	4.7186	4.9195	4.5403	5.0978	"Linear"
"CR1"	"M"	0.1	4.8276	4.7272	4.928	4.5488	5.1064	"Linear"
"CR1"	"M"	0.2	4.8362	4.7358	4.9366	4.5574	5.115	"Linear"
"CR1"	"M"	0.3	4.8448	4.7444	4.9452	4.566	5.1235	"Linear"
"CR1"	"M"	0.4	4.8533	4.7529	4.9537	4.5746	5.1321	"Linear"
"CR1"	"M"	0.5	4.8619	4.7615	4.9623	4.5831	5.1407	"Linear"
"CR1"	"M"	0.6	4.8705	4.7701	4.9709	4.5917	5.1492	"Linear"
"CR1"	"M"	0.7	4.879	4.7786	4.9795	4.6003	5.1578	"Linear"
"CR1"	"M"	0.8	4.8876	4.7872	4.988	4.6088	5.1664	"Linear"
"CR1"	"M"	0.9	4.8962	4.7958	4.9966	4.6174	5.175	"Linear"
"CR1"	"M"	1	4.9048	4.8044	5.0052	4.626	5.1835	"Linear"
"CR1"	"M"	1.1	4.9133	4.8129	5.0137	4.6346	5.1921	"Linear"
"CR1"	"M"	1.2	4.9219	4.8215	5.0223	4.6431	5.2007	"Linear"
"CR1"	"M"	1.3	4.9305	4.8301	5.0309	4.6517	5.2092	"Linear"
"CR1"	"M"	1.4	4.939	4.8386	5.0395	4.6603	5.2178	"Linear"
"CR1"	"M"	1.5	4.9476	4.8472	5.048	4.6688	5.2264	"Linear"
"CR1"	"M"	1.6	4.9562	4.8558	5.0566	4.6774	5.235	"Linear"
"CR1"	"M"	1.7	4.9648	4.8644	5.0652	4.686	5.2435	"Linear"
"CR1"	"M"	1.8	4.9733	4.8729	5.0737	4.6946	5.2521	"Linear"
"CR1"	"M"	1.9	4.9819	4.8815	5.0823	4.7031	5.2607	"Linear"
"CR1"	"M"	2	4.9905	4.8901	5.0909	4.7117	5.2692	"Linear"
"CR1"	"M"	2.1	4.999	4.8986	5.0995	4.7203	5.2778	"Linear"
"CR1"	"M"	2.2	5.0076	4.9072	5.108	4.7288	5.2864	"Linear"
"CR1"	"M"	2.3	5.0162	4.9158	5.1166	4.7374	5.295	"Linear"
"CR1"	"M"	2.4	5.0248	4.9244	5.1252	4.746	5.3035	"Linear"
"CR1"	"M"	2.5	5.0333	4.9329	5.1337	4.7546	5.3121	"Linear"
"CR1"	"M"	2.6	5.0419	4.9415	5.1423	4.7631	5.3207	"Linear"
"CR1"	"M"	2.7	5.0505	4.9501	5.1509	4.7717	5.3292	"Linear"
"CR1"	"M"	2.8	5.059	4.9586	5.1595	4.7803	5.3378	"Linear"
"CR1"	"M"	2.9	5.0676	4.9672	5.168	4.7888	5.3464	"Linear"
"CR1"	"M"	3	5.0762	4.9758	5.1766	4.7974	5.355	"Linear"
"CR1"	"M"	3.1	5.0848	4.9844	5.1852	4.806	5.3635	"Linear"
"CR1"	"M"	3.2	5.0933	4.9929	5.1937	4.8146	5.3721	"Linear"
"CR1"	"M"	3.3	5.1019	5.0015	5.2023	4.8231	5.3807	"Linear"
"CR1"	"M"	3.4	5.1105	5.0101	5.2109	4.8317	5.3892	"Linear"
"CR1"	"M"	3.5	5.119	5.0186	5.2195	4.8403	5.3978	"Linear"
"CR1"	"M"	3.6	5.1276	5.0272	5.228	4.8488	5.4064	"Linear"
"CR1"	"M"	3.7	5.1362	5.0358	5.2366	4.8574	5.415	"Linear"
"CR1"	"M"	3.8	5.1448	5.0444	5.2452	4.866	5.4235	"Linear"
"CR1"	"M"	3.9	5.1533	5.0529	5.2537	4.8746	5.4321	"Linear"
"CR1"	"M"	4	5.1619	5.0615	5.2623	4.8831	5.4407	"Linear"
"CR1"	"M"	4.1	5.1705	5.0701	5.2709	4.8917	5.4492	"Linear"
"CR1"	"M"	4.2	5.179	5.0786	5.2795	4.9003	5.4578	"Linear"
"CR1"	"M"	4.3	5.1876	5.0872	5.288	4.9088	5.4664	"Linear"
"CR1"	"M"	4.4	5.1962	5.0958	5.2966	4.9174	5.475	"Linear"
"CR1"	"M"	4.5	5.2048	5.1044	5.3052	4.926	5.4835	"Linear"
"CR1"	"M"	4.6	5.2133	5.1129	5.3137	4.9346	5.4921	"Linear"
"CR1"	"M"	4.7	5.2219	5.1215	5.3223	4.9431	5.5007	"Linear"
"CR1"	"M"	4.8	5.2305	5.1301	5.3309	4.9517	5.5092	"Linear"
"CR1"	"M"	4.9	5.239	5.1386	5.3395	4.9603	5.5178	"Linear"
"CR1"	"M"	5	5.2476	5.1472	5.348	4.9688	5.5264	"Linear"
"CR1"	"H"	0	4.5149	4.2549	4.7748	3.6876	5.3422	"Extinction"
"CR1"	"H"	0.1	4.5149	4.2549	4.7748	3.6876	5.3422	"Extinction"
"CR1"	"H"	0.2	4.5149	4.2549	4.7748	3.6876	5.3421	"Extinction"
"CR1"	"H"	0.3	4.5149	4.2549	4.7748	3.6875	5.342	"Extinction"
"CR1"	"H"	0.4	4.5149	4.255	4.7747	3.6874	5.3415	"Extinction"
"CR1"	"H"	0.5	4.5148	4.255	4.7745	3.6872	5.3405	"Extinction"
"CR1"	"H"	0.6	4.5147	4.2552	4.7742	3.6869	5.3387	"Extinction"
"CR1"	"H"	0.7	4.5144	4.2554	4.7735	3.6865	5.3357	"Extinction"
"CR1"	"H"	0.8	4.514	4.2556	4.7724	3.6858	5.3312	"Extinction"
"CR1"	"H"	0.9	4.5134	4.256	4.7707	3.6849	5.3248	"Extinction"
"CR1"	"H"	1	4.5123	4.2564	4.7683	3.6836	5.3163	"Extinction"
"CR1"	"H"	1.1	4.5109	4.2568	4.7649	3.6816	5.3056	"Extinction"
"CR1"	"H"	1.2	4.5088	4.2572	4.7603	3.6785	5.2927	"Extinction"
"CR1"	"H"	1.3	4.5059	4.2574	4.7543	3.6737	5.2777	"Extinction"
"CR1"	"H"	1.4	4.502	4.2573	4.7467	3.6665	5.261	"Extinction"
"CR1"	"H"	1.5	4.497	4.2566	4.7374	3.656	5.2432	"Extinction"
"CR1"	"H"	1.6	4.4905	4.2549	4.726	3.6411	5.2251	"Extinction"
"CR1"	"H"	1.7	4.4822	4.2517	4.7127	3.6205	5.2075	"Extinction"
"CR1"	"H"	1.8	4.472	4.2466	4.6973	3.5932	5.1915	"Extinction"
"CR1"	"H"	1.9	4.4594	4.2387	4.68	3.56752	5.1778	"Extinction"
"CR1"	"H"	2	4.444	4.2273	4.6608	3.5552	5.167	"Extinction"
"CR1"	"H"	2.1	4.4256	4.2112	4.6401	3.54048	5.1592	"Extinction"
"CR1"	"H"	2.2	4.4038	4.1896	4.618	3.52304	5.1541	"Extinction"
"CR1"	"H"	2.3	4.378	4.1614	4.5947	3.5024	5.1509	"Extinction"
"CR1"	"H"	2.4	4.348	4.1259	4.5702	3.4784	5.1485	"Extinction"
"CR1"	"H"	2.5	4.3134	4.0827	4.5441	3.45072	5.1453	"Extinction"
"CR1"	"H"	2.6	4.2737	4.0317	4.5158	3.41896	5.12844	"Extinction"
"CR1"	"H"	2.7	4.2287	3.973	4.4844	3.38296	5.07444	"Extinction"
"CR1"	"H"	2.8	4.178	3.9071	4.4489	3.3424	5.0136	"Extinction"
"CR1"	"H"	2.9	4.1213	3.8346	4.4081	3.29704	4.94556	"Extinction"
"CR1"	"H"	3	4.0586	3.7563	4.3609	3.24688	4.87032	"Extinction"
"CR1"	"H"	3.1	3.9896	3.6729	4.3063	3.19168	4.78752	"Extinction"
"CR1"	"H"	3.2	3.9143	3.5851	4.2435	3.13144	4.69716	"Extinction"
"CR1"	"H"	3.3	3.8328	3.4938	4.1719	3.06624	4.59936	"Extinction"
"CR1"	"H"	3.4	3.7453	3.3995	4.0911	2.99624	4.49436	"Extinction"
"CR1"	"H"	3.5	3.652	3.3029	4.0012	2.9216	4.3824	"Extinction"
"CR1"	"H"	3.6	3.5533	3.2043	3.9024	2.84264	4.26396	"Extinction"
"CR1"	"H"	3.7	3.4497	3.104	3.7953	2.75976	4.13964	"Extinction"
"CR1"	"H"	3.8	3.3416	3.002	3.6811	2.67328	4.00992	"Extinction"
"CR1"	"H"	3.9	3.2297	2.8982	3.5612	2.58376	3.87564	"Extinction"
"CR1"	"H"	4	3.1147	2.792	3.4373	2.49176	3.73764	"Extinction"
"CR1"	"H"	4.1	2.9972	2.683	3.3115	2.39776	3.59664	"Extinction"
"CR1"	"H"	4.2	2.8782	2.5703	3.186	2.30256	3.45384	"Extinction"
"CR1"	"H"	4.3	2.7581	2.4533	3.0629	2.20648	3.30972	"Extinction"
"CR1"	"H"	4.4	2.6379	2.3317	2.9441	2.11032	3.16548	"Extinction"
"CR1"	"H"	4.5	2.5182	2.2056	2.8308	2.01456	3.02184	"Extinction"
"CR1"	"H"	4.6	2.3997	2.0758	2.7236	1.91976	2.87964	"Extinction"
"CR1"	"H"	4.7	2.2829	1.9436	2.6223	1.82632	2.73948	"Extinction"
"CR1"	"H"	4.8	2.1685	1.8105	2.5264	1.7348	2.6022	"Extinction"
"CR1"	"H"	4.9	2.0569	1.6783	2.4354	1.64552	2.46828	"Extinction"
"CR1"	"H"	5	1.9484	1.55872	2.33808	1.55872	2.33808	"Extinction"
"CR2"	"C"	0	4.3356	3.46848	5.20272	3.46848	5.20272	"Logistic"
"CR2"	"C"	0.1	4.4567	3.56536	5.34804	3.56536	5.34804	"Logistic"
"CR2"	"C"	0.2	4.5784	3.66272	5.49408	3.66272	5.49408	"Logistic"
"CR2"	"C"	0.3	4.7006	3.76048	5.64072	3.76048	5.64072	"Logistic"
"CR2"	"C"	0.4	4.823	3.8584	5.7876	3.8584	5.7876	"Logistic"
"CR2"	"C"	0.5	4.9456	3.95648	5.93472	3.95648	5.93472	"Logistic"
"CR2"	"C"	0.6	5.0681	4.05448	6.08172	4.05448	6.08172	"Logistic"
"CR2"	"C"	0.7	5.1905	4.1524	6.2286	4.1524	6.2286	"Logistic"
"CR2"	"C"	0.8	5.3125	4.25	6.375	4.25	6.375	"Logistic"
"CR2"	"C"	0.9	5.434	4.3472	6.5208	4.3472	6.5208	"Logistic"
"CR2"	"C"	1	5.555	4.444	6.666	4.444	6.666	"Logistic"
"CR2"	"C"	1.1	5.6751	4.54008	6.81012	4.54008	6.81012	"Logistic"
"CR2"	"C"	1.2	5.7944	4.63552	6.95328	4.63552	6.95328	"Logistic"
"CR2"	"C"	1.3	5.9126	4.73008	7.09512	4.73008	7.09512	"Logistic"
"CR2"	"C"	1.4	6.0296	4.82368	7.23552	4.82368	7.23552	"Logistic"
"CR2"	"C"	1.5	6.1454	4.91632	7.37448	4.91632	7.37448	"Logistic"
"CR2"	"C"	1.6	6.2597	5.00776	7.51164	5.00776	7.51164	"Logistic"
"CR2"	"C"	1.7	6.3725	5.098	7.647	5.098	7.647	"Logistic"
"CR2"	"C"	1.8	6.4837	5.18696	7.78044	5.18696	7.78044	"Logistic"
"CR2"	"C"	1.9	6.5931	5.27448	7.91172	5.27448	7.91172	"Logistic"
"CR2"	"C"	2	6.7007	5.36056	8.04084	5.36056	8.04084	"Logistic"
"CR2"	"C"	2.1	6.8063	5.44504	8.16756	5.44504	8.16756	"Logistic"
"CR2"	"C"	2.2	6.91	5.528	8.292	5.528	8.292	"Logistic"
"CR2"	"C"	2.3	7.0116	5.60928	8.41392	5.60928	8.41392	"Logistic"
"CR2"	"C"	2.4	7.1112	5.68896	8.53344	5.68896	8.53344	"Logistic"
"CR2"	"C"	2.5	7.2085	5.7668	8.6502	5.7668	8.6502	"Logistic"
"CR2"	"C"	2.6	7.3036	5.84288	8.76432	5.84288	8.76432	"Logistic"
"CR2"	"C"	2.7	7.3965	5.9172	8.8758	5.9172	8.8758	"Logistic"
"CR2"	"C"	2.8	7.487	5.9896	8.9844	5.9896	8.9844	"Logistic"
"CR2"	"C"	2.9	7.5753	6.06024	9.09036	6.06024	9.09036	"Logistic"
"CR2"	"C"	3	7.6612	6.12896	9.19344	6.12896	9.19344	"Logistic"
"CR2"	"C"	3.1	7.7448	6.19584	9.29376	6.19584	9.29376	"Logistic"
"CR2"	"C"	3.2	7.826	6.2608	9.3912	6.2608	9.3912	"Logistic"
"CR2"	"C"	3.3	7.9049	6.32392	9.48588	6.32392	9.48588	"Logistic"
"CR2"	"C"	3.4	7.9814	6.38512	9.57768	6.38512	9.57768	"Logistic"
"CR2"	"C"	3.5	8.0556	6.44448	9.66672	6.44448	9.66672	"Logistic"
"CR2"	"C"	3.6	8.1276	6.50208	9.75312	6.50208	9.75312	"Logistic"
"CR2"	"C"	3.7	8.1972	6.55776	9.83664	6.55776	9.83664	"Logistic"
"CR2"	"C"	3.8	8.2645	6.6116	9.9174	6.6116	9.9174	"Logistic"
"CR2"	"C"	3.9	8.3296	6.66368	9.99552	6.66368	9.99552	"Logistic"
"CR2"	"C"	4	8.3926	6.71408	10.07112	6.71408	10.07112	"Logistic"
"CR2"	"C"	4.1	8.4533	6.76264	10.14396	6.76264	10.14396	"Logistic"
"CR2"	"C"	4.2	8.5119	6.80952	10.21428	6.80952	10.21428	"Logistic"
"CR2"	"C"	4.3	8.5685	6.8548	10.2822	6.8548	10.2822	"Logistic"
"CR2"	"C"	4.4	8.623	6.8984	10.3476	6.8984	10.3476	"Logistic"
"CR2"	"C"	4.5	8.6754	6.94032	10.41048	6.94032	10.41048	"Logistic"
"CR2"	"C"	4.6	8.726	6.9808	10.4712	6.9808	10.4712	"Logistic"
"CR2"	"C"	4.7	8.7746	7.01968	10.52952	7.01968	10.52952	"Logistic"
"CR2"	"C"	4.8	8.8214	7.05712	10.58568	7.05712	10.58568	"Logistic"
"CR2"	"C"	4.9	8.8664	7.09312	10.63968	7.09312	10.63968	"Logistic"
"CR2"	"C"	5	8.9096	7.12768	10.69152	7.12768	10.69152	"Logistic"
"CR2"	"L"	0	4.4	4.3229	4.4771	4.186	4.614	"Linear"
"CR2"	"L"	0.1	4.436	4.3589	4.5131	4.222	4.65	"Linear"
"CR2"	"L"	0.2	4.472	4.3949	4.5491	4.258	4.686	"Linear"
"CR2"	"L"	0.3	4.508	4.4309	4.5851	4.294	4.722	"Linear"
"CR2"	"L"	0.4	4.544	4.4669	4.6211	4.33	4.758	"Linear"
"CR2"	"L"	0.5	4.58	4.5029	4.6571	4.366	4.794	"Linear"
"CR2"	"L"	0.6	4.616	4.5389	4.6931	4.402	4.83	"Linear"
"CR2"	"L"	0.7	4.652	4.5749	4.7291	4.438	4.866	"Linear"
"CR2"	"L"	0.8	4.688	4.6109	4.7651	4.474	4.902	"Linear"
"CR2"	"L"	0.9	4.724	4.6469	4.8011	4.51	4.938	"Linear"
"CR2"	"L"	1	4.76	4.6829	4.8371	4.546	4.974	"Linear"
"CR2"	"L"	1.1	4.796	4.7189	4.8731	4.582	5.01	"Linear"
"CR2"	"L"	1.2	4.832	4.7549	4.9091	4.618	5.046	"Linear"
"CR2"	"L"	1.3	4.868	4.7909	4.9451	4.654	5.082	"Linear"
"CR2"	"L"	1.4	4.904	4.8269	4.9811	4.69	5.118	"Linear"
"CR2"	"L"	1.5	4.94	4.8629	5.0171	4.726	5.154	"Linear"
"CR2"	"L"	1.6	4.976	4.8989	5.0531	4.762	5.19	"Linear"
"CR2"	"L"	1.7	5.012	4.9349	5.0891	4.798	5.226	"Linear"
"CR2"	"L"	1.8	5.048	4.9709	5.1251	4.834	5.262	"Linear"
"CR2"	"L"	1.9	5.084	5.0069	5.1611	4.87	5.298	"Linear"
"CR2"	"L"	2	5.12	5.0429	5.1971	4.906	5.334	"Linear"
"CR2"	"L"	2.1	5.156	5.0789	5.2331	4.942	5.37	"Linear"
"CR2"	"L"	2.2	5.192	5.1149	5.2691	4.978	5.406	"Linear"
"CR2"	"L"	2.3	5.228	5.1509	5.3051	5.014	5.442	"Linear"
"CR2"	"L"	2.4	5.264	5.1869	5.3411	5.05	5.478	"Linear"
"CR2"	"L"	2.5	5.3	5.2229	5.3771	5.086	5.514	"Linear"
"CR2"	"L"	2.6	5.336	5.2589	5.4131	5.122	5.55	"Linear"
"CR2"	"L"	2.7	5.372	5.2949	5.4491	5.158	5.586	"Linear"
"CR2"	"L"	2.8	5.408	5.3309	5.4851	5.194	5.622	"Linear"
"CR2"	"L"	2.9	5.444	5.3669	5.5211	5.23	5.658	"Linear"
"CR2"	"L"	3	5.48	5.4029	5.5571	5.266	5.694	"Linear"
"CR2"	"L"	3.1	5.516	5.4389	5.5931	5.302	5.73	"Linear"
"CR2"	"L"	3.2	5.552	5.4749	5.6291	5.338	5.766	"Linear"
"CR2"	"L"	3.3	5.588	5.5109	5.6651	5.374	5.802	"Linear"
"CR2"	"L"	3.4	5.624	5.5469	5.7011	5.41	5.838	"Linear"
"CR2"	"L"	3.5	5.66	5.5829	5.7371	5.446	5.874	"Linear"
"CR2"	"L"	3.6	5.696	5.6189	5.7731	5.482	5.91	"Linear"
"CR2"	"L"	3.7	5.732	5.6549	5.8091	5.518	5.946	"Linear"
"CR2"	"L"	3.8	5.768	5.6909	5.8451	5.554	5.982	"Linear"
"CR2"	"L"	3.9	5.804	5.7269	5.8811	5.59	6.018	"Linear"
"CR2"	"L"	4	5.84	5.7629	5.9171	5.626	6.054	"Linear"
"CR2"	"L"	4.1	5.876	5.7989	5.9531	5.662	6.09	"Linear"
"CR2"	"L"	4.2	5.912	5.8349	5.9891	5.698	6.126	"Linear"
"CR2"	"L"	4.3	5.948	5.8709	6.0251	5.734	6.162	"Linear"
"CR2"	"L"	4.4	5.984	5.9069	6.0611	5.77	6.198	"Linear"
"CR2"	"L"	4.5	6.02	5.9429	6.0971	5.806	6.234	"Linear"
"CR2"	"L"	4.6	6.056	5.9789	6.1331	5.842	6.27	"Linear"
"CR2"	"L"	4.7	6.092	6.0149	6.1691	5.878	6.306	"Linear"
"CR2"	"L"	4.8	6.128	6.0509	6.2051	5.914	6.342	"Linear"
"CR2"	"L"	4.9	6.164	6.0869	6.2411	5.95	6.378	"Linear"
"CR2"	"L"	5	6.2	6.1229	6.2771	5.986	6.414	"Linear"
"CR2"	"M"	0	4.6952	4.6049	4.7856	4.4444	4.946	"Linear"
"CR2"	"M"	0.1	4.7141	4.6238	4.8044	4.4633	4.9649	"Linear"
"CR2"	"M"	0.2	4.733	4.6426	4.8233	4.4821	4.9838	"Linear"
"CR2"	"M"	0.3	4.7518	4.6615	4.8421	4.501	5.0026	"Linear"
"CR2"	"M"	0.4	4.7707	4.6803	4.861	4.5199	5.0215	"Linear"
"CR2"	"M"	0.5	4.7895	4.6992	4.8799	4.5387	5.0403	"Linear"
"CR2"	"M"	0.6	4.8084	4.718	4.8987	4.5576	5.0592	"Linear"
